-DOCSTART- -X- -X- O
Афганистане PROPN I-NP B-Location
пытки NOUN I-NP O
принадлежат VERB B-VP O
к ADP B-NP O
повседневности NOUN I-NP O
. PUNCT B-VP O

США NOUN B-NP B-LocOrg
обвиняются VERB B-VP O
в ADP I-VP O
том PRON I-VP O
, PUNCT B-NP O
что SCONJ I-NP O
в ADP I-NP O
некоторых DET I-NP O
случаях NOUN I-NP O
, PUNCT I-NP O
для ADP I-NP O
допросов NOUN I-NP O
, PUNCT I-NP O
подозреваемые NOUN I-NP O
в ADP I-NP O
терроризме NOUN I-NP O
перевозились VERB B-VP O
в ADP B-NP O
страны NOUN I-NP O
, PUNCT I-NP O
где ADV I-NP O
пытки NOUN I-NP O
привычны ADJ B-VP O
. PUNCT I-VP O

Таким DET B-NP O
образом NOUN I-NP O
, PUNCT I-NP O
обходились VERB B-VP O
законы NOUN B-NP O
, PUNCT B-VP O
запрещающие VERB I-VP O
пытки NOUN B-NP O
в ADP I-NP O
собственной ADJ I-NP O
стране NOUN I-NP O
. PUNCT B-VP O

Получил VERB B-VP O
известность NOUN B-NP O
случай NOUN I-NP O
, PUNCT B-VP O
когда SCONJ I-VP O
ЦРУ PROPN I-VP B-Org
захватило VERB I-VP O
в ADP I-VP O
Македонии PROPN I-VP B-Location
гражданина NOUN B-NP O
Германии PROPN I-NP B-LocOrg
ливанского ADJ B-VP O
происхождения NOUN B-NP O
Халеда PROPN B-VP B-Person
эль-Масри PROPN I-VP I-Person
( PUNCT I-VP O
Khaled PROPN I-VP B-Person
el-Masri X I-VP I-Person
) PUNCT I-VP O
и CCONJ B-NP O
для ADP I-NP O
допросов NOUN I-NP O
переправило VERB B-VP O
его PRON I-VP O
в ADP I-VP O
Афганистан PROPN I-VP B-Location
, PUNCT I-VP O
а CCONJ B-NP O
также ADV I-NP O
канадец NOUN I-NP O
сирийского ADJ I-NP O
происхождения NOUN I-NP O
, PUNCT B-VP O
который PRON I-VP O
считался VERB I-VP O
членом NOUN B-NP O
Аль-Каиды PROPN I-NP B-Org
, PUNCT B-VP O
был AUX I-VP O
переправлен VERB I-VP O
в ADP I-VP O
Сирию PROPN I-VP B-Location
. PUNCT I-VP O

Как SCONJ B-VP O
бороться VERB I-VP O
с ADP I-VP O
Пхеньяном PROPN I-VP B-LocOrg
? PUNCT I-VP O

Высокопоставленный ADJ B-VP O
северокорейский ADJ I-VP B-LocOrg
перебежчик NOUN B-NP O
дал VERB B-VP O
подробную ADJ B-NP O
инструкцию NOUN I-NP O
о ADP I-NP O
том PRON I-NP O
, PUNCT B-VP O
как ADV I-VP O
противостоять VERB I-VP O
КНДР PROPN I-VP B-LocOrg
. PUNCT I-VP O

Экс-председатель NOUN B-NP O
Верховного ADJ I-NP B-Org
народного ADJ I-NP O
собрания NOUN I-NP B-Org
КНДР PROPN I-NP B-LocOrg
Хван PROPN I-NP B-Person
Чжан PROPN I-NP I-Person
Еп PROPN I-NP I-Person
, PUNCT I-NP O
бежавший VERB B-VP O
из ADP B-NP O
страны NOUN I-NP O
13 NUM I-NP O
лет NOUN I-NP O
назад ADV I-NP O
и CCONJ B-VP O
возглавляющий VERB I-VP O
расстрельный ADJ B-NP O
список NOUN I-NP O
северокорейских ADJ I-NP O
перебежчиков NOUN I-NP O
, PUNCT I-NP O
рассказал VERB B-VP O
о ADP I-VP O
том PRON I-VP O
, PUNCT I-VP O
как ADV I-VP O
можно ADV I-VP O
нивелировать VERB I-VP O
угрозу NOUN B-NP O
со ADP I-NP O
стороны NOUN I-NP O
Пхеньяна PROPN B-VP B-LocOrg
. PUNCT I-VP O

По ADP B-NP O
словам NOUN I-NP O
87-летнего ADJ I-NP O
политика NOUN I-NP O
, PUNCT I-NP O
надежды NOUN I-NP O
всего DET I-NP O
мира NOUN I-NP O
на ADP I-NP O
то PRON I-NP O
, PUNCT B-VP O
что SCONJ I-VP O
после ADP B-NP O
смерти NOUN I-NP O
Кима PROPN I-NP B-Person
Чен PROPN I-NP I-Person
Ира PROPN I-NP I-Person
КНДР PROPN I-NP B-LocOrg
падёт VERB B-VP O
и CCONJ I-VP O
сменит VERB I-VP O
режим NOUN B-NP O
, PUNCT I-NP O
тщетны ADJ B-ROOT O
. PUNCT I-ROOT O

Как SCONJ B-VP O
говорится VERB I-VP O
, PUNCT I-VP O
за ADP I-VP O
ним PRON I-VP O
придут VERB I-VP O
другие ADJ I-VP O
. PUNCT I-VP O

Ни PART B-VP O
к ADP I-VP O
чему PRON I-VP O
, PUNCT I-VP O
кроме ADP B-NP O
кровопролития NOUN I-NP O
, PUNCT I-NP O
не PART B-VP O
приведёт VERB I-VP O
и CCONJ B-NP O
война NOUN I-NP O
с ADP I-NP O
Пхеньяном PROPN I-NP B-LocOrg
. PUNCT B-VP O

Самым ADJ B-NP O
эффективным ADJ I-NP O
способом NOUN I-NP O
воздействия NOUN I-NP O
на ADP I-NP O
КНДР PROPN I-NP B-LocOrg
является VERB B-VP O
идеологическое ADJ B-NP O
воздействие NOUN I-NP O
со ADP I-NP O
стороны NOUN I-NP O
Китая PROPN I-NP B-LocOrg
. PUNCT B-VP O

Было AUX B-NP O
бы PART I-NP O
неплохо ADV I-NP O
, PUNCT I-NP O
отмечает VERB B-VP O
бывший ADJ B-NP O
соратник NOUN I-NP O
северокорейского ADJ I-NP O
вождя NOUN I-NP O
, PUNCT B-VP O
если SCONJ B-NP O
бы PART I-NP O
Поднебесная PROPN I-NP B-LocOrg
, PUNCT I-NP O
будучи AUX I-NP O
главным ADJ I-NP O
политическим ADJ I-NP O
и CCONJ I-NP O
экономическим ADJ I-NP O
союзником NOUN I-NP O
Пхеньяна PROPN I-NP B-LocOrg
, PUNCT B-VP O
постепенно ADV I-VP O
отвернулась VERB I-VP O
бы PART I-VP O
от ADP I-VP O
него PRON I-VP O
. PUNCT B-NP O

« NOUN B-NP O
Нужно ADJ B-ROOT O
обращаться VERB B-VP O
к ADP B-NP O
народу NOUN I-NP O
Северной ADJ I-NP B-Location
Кореи PROPN I-NP O
, PUNCT B-VP O
рассказывать VERB I-VP O
о ADP B-NP O
нарушениях NOUN I-NP O
прав NOUN I-NP O
человека NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
происходят VERB I-VP O
в ADP B-NP O
стране NOUN I-NP O
» PROPN B-ROOT O
, PUNCT I-ROOT O
— PROPN I-ROOT O
цитирует VERB B-VP O
Хвана PROPN I-VP B-Person
Чжан PROPN I-VP I-Person
Епа PROPN I-VP I-Person
Lenta.ru PROPN I-VP B-Org
. PUNCT B-ROOT O

Со ADP B-NP O
своими DET I-NP O
стратегическими ADJ I-NP O
идеями NOUN I-NP O
Хван PROPN I-NP B-Person
выступил VERB B-VP O
во ADP B-NP O
время NOUN I-NP O
визита NOUN I-NP O
в ADP I-NP O
США PROPN I-NP B-Location
. PUNCT B-VP O

Во ADP B-NP O
время NOUN I-NP O
поездки NOUN I-NP O
политика NOUN I-NP O
, PUNCT B-VP O
за ADP I-VP O
которым PRON I-VP O
охотятся VERB I-VP O
спецслужбы NOUN B-NP O
Северной ADJ I-NP B-LocOrg
Кореи PROPN I-NP O
, PUNCT I-NP O
охраняли VERB B-VP O
десятки NOUN B-NP O
американских ADJ I-NP O
полицейских NOUN I-NP O
. PUNCT I-NP O

В ADP B-NP O
своё DET I-NP O
время NOUN I-NP O
Хван PROPN I-NP B-Person
был AUX I-NP O
идеологом NOUN I-NP O
северокорейского ADJ I-NP O
режима NOUN I-NP O
, PUNCT I-NP O
многие ADJ B-VP O
также ADV I-VP O
приписывают VERB I-VP O
ему PRON I-VP O
авторство NOUN B-NP O
« PROPN I-NP O
идей NOUN I-NP O
Чучхе PROPN B-VP O
» PROPN I-VP O
, PUNCT I-VP O
разработчиком NOUN B-NP O
которых PRON I-NP O
официально ADV B-VP O
считается VERB I-VP O
отец NOUN B-NP O
Кима PROPN B-VP B-Person
Чен PROPN I-VP I-Person
Ира PROPN I-VP I-Person
Ким PROPN I-VP I-Person
Ир PROPN I-VP I-Person
Сен PROPN I-VP I-Person
. PUNCT I-VP O

Лекция NOUN B-NP O
с ADP I-NP O
фокусами NOUN I-NP O
Финалист PROPN I-NP O
премии NOUN I-NP O
« PROPN I-NP O
Просветитель PROPN B-VP O
» PROPN I-VP O
расскажет VERB I-VP O
детям NOUN B-NP O
о ADP I-NP O
физике NOUN I-NP O
. PUNCT B-VP O

Почему ADV B-VP O
океан NOUN B-NP O
не PART B-VP O
замерзает VERB I-VP O
? PUNCT I-VP O

Как SCONJ B-VP O
вода NOUN B-NP O
ломает VERB B-VP O
железо NOUN B-NP O
? PUNCT B-VP O

Почему ADV B-VP O
за ADP B-NP O
самолётом NOUN I-NP O
в ADP I-NP O
небе NOUN I-NP O
тянется VERB B-VP O
белый ADJ B-NP O
хвост NOUN I-NP O
? PUNCT B-VP O

Как SCONJ B-NP O
свет NOUN I-NP O
гнёт VERB B-VP O
предметы NOUN B-NP O
? PUNCT I-NP O

Почему ADV B-VP O
дрова NOUN B-NP O
трещат VERB B-VP O
в ADP B-NP O
костре NOUN I-NP O
? PUNCT B-VP O

Почему ADV B-ROOT O
никогда ADV I-ROOT O
нельзя ADV I-ROOT O
дотрагиваться VERB B-VP O
языком NOUN B-NP O
до ADP I-NP O
железных ADJ I-NP O
предметов NOUN I-NP O
на ADP I-NP O
морозе NOUN I-NP O
? PUNCT B-ROOT O

Если SCONJ B-VP O
эти DET B-NP O
вопросы NOUN I-NP O
кажутся VERB B-VP O
вам PRON I-VP O
увлекательными ADJ I-VP O
, PUNCT I-VP O
а CCONJ I-VP O
ответы NOUN B-NP O
на ADP I-NP O
них PRON I-NP O
— PROPN B-VP O
неочевидными ADJ I-VP O
, PUNCT I-VP O
скорее ADV B-ROOT O
всего PRON I-ROOT O
, PUNCT I-ROOT O
вам PRON I-ROOT O
будет AUX I-ROOT O
интересно ADJ I-ROOT O
послушать VERB B-VP O
лекцию NOUN B-NP O
финалиста NOUN I-NP O
премии NOUN I-NP O
« PROPN I-NP O
Просветитель PROPN I-NP O
» PROPN I-NP O
за ADP I-NP O
2009 NUM I-NP O
год NOUN I-NP O
писателя NOUN I-NP O
Александра PROPN I-NP B-Person
Дмитриева PROPN I-NP I-Person
, PUNCT I-NP O
автора NOUN I-NP O
книги NOUN I-NP O
« PROPN B-VP O
Как ADV I-VP O
понять VERB I-VP O
сложные ADJ B-NP O
законы NOUN I-NP O
физики NOUN I-NP O
: PUNCT B-VP O
100 NUM I-VP O
простых ADJ B-NP O
и CCONJ I-NP O
увлекательных ADJ I-NP O
опытов NOUN I-NP O
для ADP I-NP O
детей NOUN I-NP O
и CCONJ I-NP O
их PRON I-NP O
родителей NOUN I-NP O
» PROPN B-VP O
. PUNCT B-ROOT O

На ADP B-NP O
лекции NOUN I-NP O
, PUNCT B-VP O
которая PRON I-VP O
состоится VERB I-VP O
20 NUM B-NP O
марта NOUN I-NP O
, PUNCT I-NP O
в ADP I-NP O
субботу NOUN I-NP O
, PUNCT I-NP O
в ADP I-NP O
16:00 NUM I-NP O
в ADP I-NP O
книжном ADJ I-NP B-Org
магазине NOUN I-NP I-Org
« PROPN I-NP O
Библио-Глобус PROPN I-NP B-Org
» PROPN I-NP O
на ADP I-NP O
Лубянке PROPN I-NP B-Location
, PUNCT I-NP O
Александр PROPN B-VP B-Person
покажет VERB I-VP O
несложные ADJ B-NP O
физические ADJ I-NP O
эксперименты NOUN I-NP O
: PUNCT B-VP O
измерение NOUN B-NP O
времени NOUN I-NP O
с ADP I-NP O
помощью NOUN I-NP O
верёвки NOUN I-NP O
, PUNCT I-NP O
законы NOUN I-NP O
отражения NOUN I-NP O
и CCONJ I-NP O
преломления NOUN I-NP O
, PUNCT I-NP O
закон NOUN I-NP O
Гука PROPN I-NP B-Person
, PUNCT I-NP O
образование NOUN I-NP O
кристаллов NOUN I-NP O
и CCONJ I-NP O
многие ADJ I-NP O
другие ADJ I-NP O
« NOUN I-NP O
фокусы NOUN I-NP O
» PROPN I-NP O
, PUNCT I-NP O
которые PRON I-NP O
будут AUX I-NP O
интересны ADJ I-NP O
и CCONJ I-NP O
детям NOUN I-NP O
, PUNCT I-NP O
и CCONJ I-NP O
взрослым NOUN I-NP O
. PUNCT B-VP O

Кроме ADP B-VP O
того PRON I-VP O
, PUNCT I-VP O
20 NUM I-VP O
и CCONJ I-VP O
21 NUM I-VP O
марта NOUN B-NP O
при ADP I-NP O
покупке NOUN I-NP O
книг NOUN I-NP O
лауреатов NOUN I-NP O
и CCONJ I-NP O
финалистов NOUN I-NP O
премии NOUN I-NP O
« PROPN B-VP O
Просветитель PROPN I-VP O
» PROPN I-VP O
все DET B-NP O
студенты NOUN I-NP O
получат VERB B-VP O
50 NUM B-NP O
% NOUN I-NP O
и CCONJ I-NP O
30 NUM I-NP O
% NOUN I-NP O
скидку NOUN I-NP O
соответственно ADV B-VP O
( PUNCT B-NP O
по ADP I-NP O
предъявлению NOUN I-NP O
студенческого ADJ I-NP O
билета NOUN I-NP O
) PUNCT I-NP O
. PUNCT B-VP O

Тысячи NOUN B-NP O
демонстрантов NOUN I-NP O
собрались VERB B-VP O
на ADP B-NP O
митинг NOUN I-NP O
в ADP B-VP O
Тбилиси PROPN I-VP B-Location
, PUNCT I-VP O
требуя VERB I-VP O
отставки NOUN B-NP O
президента NOUN I-NP O
Грузии PROPN I-NP B-LocOrg
Михаила PROPN I-NP B-Person
Саакашвили PROPN I-NP I-Person
. PUNCT B-VP O

Лидер NOUN B-NP O
оппозиции NOUN I-NP O
Нино PROPN I-NP B-Person
Бурджанадзе PROPN I-NP I-Person
заявила VERB B-VP O
, PUNCT B-NP O
что SCONJ I-NP O
это PRON I-NP O
начало NOUN I-NP O
« PROPN I-NP O
решающего VERB B-VP O
боя NOUN B-NP O
» PROPN I-NP O
, PUNCT B-VP O
и CCONJ I-VP O
протестующие VERB I-VP O
не PART I-VP O
должны ADJ I-VP O
отступать VERB I-VP O
. PUNCT I-VP O

Она PRON B-VP O
возглавила VERB I-VP O
их PRON B-NP O
поход NOUN I-NP O
к ADP I-NP O
зданию NOUN I-NP O
государственного ADJ I-NP O
телецентра NOUN I-NP O
. PUNCT B-VP O

Там ADV B-VP O
демонстранты NOUN B-NP O
требовали VERB B-VP O
предоставить VERB I-VP O
им PRON I-VP O
эфирное ADJ B-NP O
время NOUN I-NP O
. PUNCT B-VP O

Оппозиция NOUN B-NP O
обвиняет VERB B-VP O
Саакашвили PROPN I-VP B-Person
в ADP I-VP O
авторитарном ADJ I-VP O
правлении NOUN B-NP O
и CCONJ B-VP O
хочет VERB I-VP O
его PRON B-NP O
отставки NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
2009 NUM I-NP O
году NOUN I-NP O
в ADP B-VP O
Грузии PROPN I-VP B-Location
происходили VERB I-VP O
подобные ADJ B-NP O
события NOUN I-NP O
. PUNCT B-VP O

Тогда ADV B-VP O
митинги NOUN B-NP O
с ADP I-NP O
требованием NOUN I-NP O
отставки NOUN I-NP O
Саакашвили PROPN B-VP B-Person
длились VERB I-VP O
неделями NOUN B-NP O
. PUNCT B-VP O

Попытка NOUN B-NP O
покушения NOUN I-NP O
совершена VERB B-VP O
вчера ADV B-ROOT O
вечером NOUN B-NP O
на ADP I-NP O
квартире NOUN I-NP O
Исы PROPN B-ROOT B-Person
Ямадаева PROPN I-ROOT I-Person
. PUNCT I-ROOT O

Как SCONJ B-VP O
рассказывает VERB I-VP O
сам ADJ I-VP O
Ямадаев PROPN I-VP B-Person
, PUNCT I-VP O
он PRON I-VP O
знал VERB I-VP O
о ADP B-NP O
готовящемся VERB B-VP O
преступлении NOUN B-NP O
и CCONJ B-VP O
попросил VERB I-VP O
защиты NOUN B-NP O
у ADP I-NP O
сотрудников NOUN I-NP O
уголовного ADJ I-NP O
розыска NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
присутствовали VERB I-VP O
в ADP B-NP O
квартире NOUN I-NP O
на ADP I-NP O
момент NOUN I-NP O
попытки NOUN I-NP O
покушения NOUN I-NP O
. PUNCT B-VP O

Неизвестный ADJ B-NP O
мужчина NOUN I-NP O
пытался VERB B-VP O
выстрелить VERB I-VP O
в ADP B-NP O
спину NOUN I-NP O
Исе PROPN B-VP B-Person
Ямадаеву PROPN I-VP I-Person
, PUNCT I-VP O
но CCONJ I-VP O
был AUX I-VP O
обезоружен VERB I-VP O
и CCONJ B-NP O
в ADP I-NP O
настоящее ADJ I-NP O
время NOUN I-NP O
ведётся VERB B-VP O
следствие NOUN B-NP O
. PUNCT B-VP O

Как SCONJ B-VP O
передала VERB I-VP O
радиостанция NOUN B-NP B-Org
« PROPN B-VP O
Маяк PROPN I-VP B-Org
» PROPN I-VP O
, PUNCT I-VP O
по ADP B-NP O
факту NOUN I-NP O
покушения NOUN I-NP O
на ADP I-NP O
Ису PROPN I-NP B-Person
Ямадаева PROPN I-NP I-Person
возбуждено VERB B-VP O
уголовное ADJ B-NP O
дело NOUN I-NP O
. PUNCT B-VP O

Об ADP B-VP O
этом PRON I-VP O
сообщил VERB I-VP O
официальный ADJ B-NP O
представитель NOUN I-NP O
Следственного ADJ I-NP B-Org
комитета NOUN I-NP I-Org
при ADP I-NP O
прокуратуре NOUN I-NP O
Владимир PROPN I-NP B-Person
Маркин PROPN I-NP I-Person
. PUNCT B-VP O

Председатель NOUN B-NP O
Исламского ADJ I-NP B-Org
комитета NOUN I-NP I-Org
России PROPN I-NP B-LocOrg
Гейдар PROPN I-NP B-Person
Джемаль PROPN I-NP I-Person
в ADP I-NP O
интервью NOUN I-NP O
« PROPN I-NP O
Свободной ADJ I-NP B-Org
прессе NOUN I-NP O
» PROPN I-NP O
говорит VERB B-VP O
о ADP I-VP O
том PRON I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
касается VERB I-VP O
попытки NOUN B-NP O
покушения NOUN I-NP O
на ADP I-NP O
Ису PROPN I-NP B-Person
: PUNCT B-VP O
« PROPN B-NP O
... X I-NP O
да PART I-NP O
, PUNCT I-NP O
конечно ADV I-NP O
, PUNCT I-NP O
это PRON I-NP O
новость NOUN I-NP O
, PUNCT B-VP O
которая PRON I-VP O
ложится VERB I-VP O
в ADP B-NP O
канву NOUN I-NP O
всех DET I-NP O
предыдущих ADJ I-NP O
событий NOUN I-NP O
. PUNCT B-VP O

И CCONJ B-VP O
тут ADV I-VP O
вешай VERB I-VP O
не PART I-VP O
вешай VERB I-VP O
собак NOUN B-NP O
, PUNCT I-NP O
но CCONJ I-NP O
люди NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
были AUX I-VP O
арестованы VERB I-VP O
по ADP B-NP O
делу NOUN I-NP O
Сулима PROPN I-NP B-Person
в ADP I-NP O
Эмиратах PROPN I-NP B-Location
, PUNCT B-VP O
и CCONJ I-VP O
дают VERB I-VP O
показания NOUN B-NP O
, PUNCT B-VP O
имеют VERB I-VP O
прямое ADJ B-NP O
отношение NOUN I-NP O
к ADP B-VP O
Рамзану PROPN I-VP B-Person
Кадырову PROPN I-VP I-Person
» PROPN I-VP O
. PUNCT I-VP O

Как SCONJ B-VP O
известно ADJ I-VP O
, PUNCT I-VP O
Иса PROPN I-VP B-Person
Ямадаев PROPN I-VP I-Person
является VERB I-VP O
братом NOUN B-NP O
