-DOCSTART- -X- -X- O
материалы NOUN I-NP O
. PUNCT I-NP O

Постоянная ADJ B-NP O
лунная ADJ I-NP O
база NOUN I-NP O
— PROPN I-NP O
одна NUM I-NP O
из ADP I-NP O
центральных ADJ I-NP O
задач NOUN I-NP O
НАСА PROPN I-NP B-Org
в ADP I-NP O
её PRON I-NP O
новой ADJ I-NP O
глобальной ADJ I-NP O
стратегии NOUN I-NP O
исследования NOUN I-NP O
и CCONJ I-NP O
освоения NOUN I-NP O
космоса NOUN I-NP O
. PUNCT I-NP O

Эта DET B-NP O
новая ADJ I-NP O
стратегия NOUN I-NP O
выработана VERB B-VP O
из ADP B-NP O
обсуждений NOUN I-NP O
с ADP I-NP O
космическими ADJ I-NP O
предприятиями NOUN I-NP O
, PUNCT I-NP O
инженерами NOUN I-NP O
, PUNCT I-NP O
специалистами NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
обсуждениях NOUN I-NP O
также ADV B-VP O
участвовали VERB I-VP O
представители NOUN B-NP O
14-и ADJ I-NP O
космических ADJ I-NP O
агентств NOUN I-NP O
. PUNCT B-VP O

Толчок NOUN B-NP O
разработки NOUN I-NP O
новой ADJ I-NP O
стратегии NOUN I-NP O
был AUX B-VP O
дан VERB I-VP O
в ADP B-NP O
речи NOUN I-NP O
Президента PROPN I-NP O
США PROPN I-NP B-LocOrg
Джорджа PROPN I-NP B-Person
Буша PROPN I-NP I-Person
в ADP I-NP O
январе NOUN I-NP O
2004 NUM I-NP O
года NOUN I-NP O
. PUNCT B-VP O

После ADP B-VP O
этого PRON I-VP O
было AUX I-VP O
принято VERB I-VP O
решение NOUN B-NP O
о ADP I-NP O
завершении NOUN I-NP O
работ NOUN I-NP O
связанных VERB B-VP O
с ADP I-VP O
МКС PROPN I-VP B-Location
, PUNCT B-NP O
прекращение NOUN I-NP O
эксплуатации NOUN I-NP O
шаттлов NOUN I-NP O
к ADP I-NP O
2010 NUM I-NP O
году NOUN I-NP O
, PUNCT I-NP O
создание NOUN I-NP O
нового ADJ I-NP O
пилотируемого VERB B-VP O
корабля NOUN B-NP O
, PUNCT I-NP O
способного ADJ I-NP O
доставлять VERB B-VP O
астронавтов NOUN B-NP O
на ADP I-NP O
станцию NOUN I-NP O
и CCONJ I-NP O
со ADP I-NP O
станции NOUN I-NP O
, PUNCT I-NP O
и CCONJ I-NP O
в ADP I-NP O
конечном ADJ I-NP O
счёте NOUN I-NP O
на ADP I-NP O
луну NOUN I-NP B-Location
. PUNCT B-VP O

Президент NOUN B-NP O
призвал VERB B-VP O
вернуться VERB I-VP O
на ADP I-VP O
Луну PROPN I-VP B-Location
к ADP B-NP O
2020 NUM I-NP O
году NOUN I-NP O
и CCONJ B-VP O
обеспечить VERB I-VP O
полёт VERB I-VP O
дальше ADV I-VP O
— PROPN I-VP O
на ADP I-VP O
Марс PROPN I-VP B-Location
. PUNCT I-VP O

Создав VERB B-VP O
базу NOUN B-NP O
на ADP B-VP O
Луне PROPN I-VP B-Location
, PUNCT I-VP O
НАСА PROPN I-VP B-Org
может VERB I-VP O
учиться VERB I-VP O
использовать VERB I-VP O
природные ADJ B-NP O
ресурсы NOUN I-NP O
Луны PROPN I-NP B-Location
, PUNCT B-VP O
чтобы SCONJ I-VP O
не PART I-VP O
зависеть VERB I-VP O
от ADP I-VP O
Земли PROPN I-VP B-Location
, PUNCT I-VP O
проделать VERB I-VP O
необходимую ADJ B-NP O
подготовку NOUN I-NP O
к ADP I-NP O
путешествию NOUN I-NP O
на ADP I-NP O
Марс PROPN I-NP B-Location
, PUNCT B-VP O
проводить VERB I-VP O
разнообразные ADJ B-NP O
научные ADJ I-NP O
исследования NOUN I-NP O
и CCONJ B-VP O
развивать VERB I-VP O
международное ADJ B-NP O
сотрудничество NOUN I-NP O
. PUNCT B-VP O

« NOUN B-NP O
Таким DET I-NP O
образом NOUN I-NP O
, PUNCT I-NP O
создание NOUN I-NP O
лунной ADJ I-NP O
базы NOUN I-NP O
будет AUX I-NP O
центральной ADJ I-NP O
темой NOUN I-NP O
в ADP I-NP O
наших DET I-NP O
планах NOUN I-NP O
возвращения NOUN I-NP O
на ADP I-NP O
Луну PROPN I-NP B-Location
и CCONJ I-NP O
продвижения NOUN I-NP O
далее ADV I-NP O
к ADP I-NP O
Марсу PROPN I-NP B-Location
» PROPN B-VP O
, PUNCT I-VP O
сказал VERB I-VP O
Хоровитц PROPN I-VP B-Person
. PUNCT I-VP O

« NOUN B-NP O
Это PRON I-NP O
очень ADV I-NP O
важное ADJ I-NP O
решение NOUN I-NP O
. PUNCT I-NP O

Это PRON B-NP O
та DET I-NP O
область NOUN I-NP O
, PUNCT B-VP O
где ADV I-VP O
сообщество NOUN B-NP O
учёных NOUN I-NP O
и CCONJ I-NP O
сообщество NOUN I-NP O
инженеров NOUN I-NP O
работают VERB B-VP O
в ADP I-VP O
полном ADJ I-VP O
согласии NOUN B-NP O
» PROPN I-NP O
. PUNCT I-NP O

« NOUN B-NP O
В ADP B-ROOT O
настоящее ADJ I-ROOT O
время NOUN B-NP O
, PUNCT B-ROOT O
наше DET B-NP O
знание NOUN I-NP O
о ADP I-NP O
полюсах NOUN I-NP O
Луны PROPN I-NP B-Location
— PROPN I-NP O
не PART B-ROOT O
достаточны ADJ I-ROOT O
. PUNCT I-ROOT O

Фактически ADV B-VP O
, PUNCT I-VP O
мы PRON I-VP O
больше ADV I-VP O
знаем VERB I-VP O
о ADP B-NP O
полюсах NOUN I-NP O
Марса PROPN I-NP B-Location
, PUNCT I-NP O
чем SCONJ I-NP O
о ADP I-NP O
полюсах NOUN I-NP O
Луны PROPN I-NP B-Location
. PUNCT B-VP O

Поэтому ADV B-VP O
становится VERB I-VP O
важными ADJ I-VP O
предстоящие ADJ I-VP O
беспилотные ADJ I-VP O
, PUNCT I-VP O
разведывательные ADJ I-VP O
полёты NOUN B-NP O
к ADP I-NP O
Луне PROPN I-NP B-Location
, PUNCT B-VP O
от ADP I-VP O
которых PRON I-VP O
мы PRON I-VP O
получим VERB I-VP O
недостающую VERB I-VP O
нам PRON I-VP O
информацию NOUN B-NP O
» PROPN B-VP O
. PUNCT I-VP O

Постепенно ADV B-VP O
будет AUX I-VP O
сворачиваться VERB I-VP O
программа NOUN B-NP O
полётов NOUN I-NP O
шаттлов NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
разворачиваться VERB I-VP O
беспилотные ADJ B-NP O
разведывательные ADJ I-NP O
полёты NOUN I-NP O
к ADP I-NP O
Луне PROPN I-NP B-Location
. PUNCT B-VP O

НАСА PROPN B-VP B-Org
планирует VERB I-VP O
начать VERB I-VP O
эту DET B-NP O
программу NOUN I-NP O
в ADP I-NP O
2008 NUM I-NP O
году NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
это DET I-NP O
же PART I-NP O
время NOUN I-NP O
планируется VERB B-VP O
создание NOUN B-NP O
ракеты NOUN I-NP O
- PUNCT I-NP O
носителя NOUN I-NP O
« PROPN B-VP O
Арес PROPN I-VP O
I PROPN I-VP O
» PROPN I-VP O
, PUNCT I-VP O
которая PRON I-VP O
выведет VERB I-VP O
на ADP B-NP O
околоземную ADJ I-NP O
орбиту NOUN I-NP O
новый ADJ I-NP O
пилотируемый ADJ I-NP O
корабль NOUN I-NP O
« PROPN B-VP O
Орион PROPN I-VP O
» PROPN I-VP O
, PUNCT I-VP O
уже ADV B-NP O
в ADP I-NP O
2009 NUM I-NP O
году NOUN I-NP O
. PUNCT B-VP O

Первый ADJ B-NP O
пилотируемый VERB B-VP O
полёт NOUN B-NP O
« PROPN I-NP O
Ориона PROPN I-NP B-Location
» PROPN I-NP O
должен ADJ B-ROOT O
состояться VERB B-VP O
в ADP B-NP O
2014 NUM I-NP O
году NOUN I-NP O
. PUNCT B-ROOT O

К ADP B-NP O
этому DET I-NP O
времени NOUN I-NP O
должен ADJ B-ROOT O
быть AUX I-ROOT O
создана VERB B-VP O
тяжелая ADJ B-NP O
ракета NOUN I-NP O
- PUNCT I-NP O
носитель NOUN I-NP O
для ADP I-NP O
вывода NOUN I-NP O
в ADP I-NP O
космос NOUN I-NP O
лунного ADJ I-NP O
модуля NOUN I-NP O
. PUNCT B-ROOT O

« NOUN B-NP O
Мы PRON B-VP O
рассматриваем VERB I-VP O
все DET B-NP O
возможности NOUN I-NP O
. PUNCT B-VP O

Конечно ADV B-VP O
, PUNCT I-VP O
мы PRON I-VP O
собираемся VERB I-VP O
сосредотачивать VERB I-VP O
наши DET B-NP O
ресурсы NOUN I-NP O
на ADP I-NP O
выборе NOUN I-NP O
наиболее ADV I-NP O
интересных ADJ I-NP O
мест NOUN I-NP O
на ADP I-NP O
Луне PROPN I-NP B-Location
. PUNCT B-VP O

Но CCONJ B-ROOT O
, PUNCT I-ROOT O
в ADP B-NP O
тоже PART I-NP O
время NOUN I-NP O
, PUNCT I-NP O
мы PRON B-ROOT O
будем AUX I-ROOT O
создавать VERB B-VP O
систему NOUN B-NP O
, PUNCT B-VP O
которая PRON I-VP O
сможет VERB I-VP O
достичь VERB I-VP O
любого ADJ B-NP O
места NOUN I-NP O
на ADP I-NP O
Луне PROPN I-NP B-Location
» PROPN B-ROOT O
. PUNCT I-ROOT O

Сборная NOUN B-NP B-Org
России PROPN I-NP B-LocOrg
, PUNCT I-NP O
обыграв VERB B-VP O
канадцев NOUN B-NP O
со ADP I-NP O
счётом NOUN I-NP O
4 NUM I-NP O
: PUNCT I-NP O
5 NUM I-NP O
( NOUN I-NP O
ОТ ADP I-NP O
) NOUN I-NP O
, PUNCT I-NP O
выиграла VERB B-VP O
чемпионат NOUN B-NP O
мира NOUN I-NP O
по ADP I-NP O
хоккею NOUN I-NP O
! PUNCT B-VP O

Последний ADJ B-NP O
раз NOUN I-NP O
Россия PROPN B-VP B-LocOrg
выигрывала VERB I-VP O
мировое ADJ B-NP O
первенство NOUN I-NP O
15 NUM I-NP O
лет NOUN I-NP O
назад ADV I-NP O
. PUNCT B-VP O

Премьер-министр NOUN B-NP O
Владимир PROPN I-NP B-Person
Путин PROPN I-NP I-Person
поздравил VERB B-VP O
сборную NOUN B-NP B-Org
и CCONJ I-NP O
болельщиков NOUN I-NP O
с ADP I-NP O
победой NOUN I-NP O
. PUNCT B-VP O

Отчёт NOUN B-NP O
• PROPN I-NP O
0 NUM I-NP O
: PUNCT I-NP O
1 NUM I-NP O
— NOUN I-NP O
01 NUM I-NP O
: PUNCT I-NP O
23 NUM I-NP O
Сёмин PROPN I-NP B-Person
( PROPN I-NP O
Овечкин PROPN I-NP B-Person
, PUNCT I-NP O
Фёдоров PROPN I-NP B-Person
) X I-NP O
• X I-NP O
1 NUM I-NP O
: PUNCT I-NP O
1 NUM I-NP O
— NOUN I-NP O
03 NUM I-NP O
: PUNCT I-NP O
54 NUM I-NP O
Бернс PROPN I-NP B-Person
( PROPN I-NP O
Рой PROPN I-NP B-Person
, PUNCT I-NP O
Грин PROPN I-NP B-Person
) X I-NP O
• X I-NP O
2 NUM I-NP O
: PUNCT I-NP O
1 NUM I-NP O
— NOUN I-NP O
09 NUM I-NP O
: PUNCT I-NP O
17 NUM I-NP O
Куниц PROPN I-NP B-Person
• PROPN I-NP O
3 NUM I-NP O
: PUNCT I-NP O
1 NUM I-NP O
— NOUN I-NP O
14 NUM I-NP O
: PUNCT I-NP O
51 NUM I-NP O
Бернс PROPN I-NP B-Person
( PROPN I-NP O
Сен PROPN I-NP B-Person
- PUNCT I-NP O
Луи PROPN I-NP O
, PUNCT I-NP O
Хитли PROPN I-NP B-Person
) PROPN I-NP O
, PUNCT I-NP O
ГБ PROPN B-ROOT O
• NOUN B-NP O
3 NUM B-ROOT O
: PUNCT I-ROOT O
2 NUM I-ROOT O
— NOUN B-NP O
21 NUM B-ROOT O
: PUNCT I-ROOT O
14 NUM I-ROOT O
Сёмин PROPN I-ROOT B-Person
( PROPN I-ROOT O
Корнеев PROPN I-ROOT B-Person
, PUNCT I-ROOT O
Марков PROPN I-ROOT B-Person
) PROPN I-ROOT O
, PUNCT I-ROOT O
ГБ PROPN I-ROOT O
• NOUN B-NP O
4 NUM B-ROOT O
: PUNCT I-ROOT O
2 NUM I-ROOT O
— NOUN B-NP O
29 NUM B-ROOT O
: PUNCT I-ROOT O
56 NUM I-ROOT O
Хитли PROPN I-ROOT B-Person
( PROPN I-ROOT O
Гецлаф PROPN I-ROOT B-Person
) PROPN I-ROOT O
• PROPN I-ROOT O
4 NUM I-ROOT O
: PUNCT I-ROOT O
3 NUM I-ROOT O
— NOUN B-NP O
48 NUM B-ROOT O
: PUNCT I-ROOT O
55 NUM I-ROOT O
Терещенко PROPN I-ROOT B-Person
( PROPN I-ROOT O
Сёмин PROPN I-ROOT B-Person
, PUNCT I-ROOT O
Тютин PROPN I-ROOT B-Person
) X I-ROOT O
• X I-ROOT O
4 NUM I-ROOT O
: PUNCT I-ROOT O
4 NUM I-ROOT O
— NOUN B-NP O
54 NUM B-ROOT O
: PUNCT I-ROOT O
46 NUM I-ROOT O
Ковальчук PROPN I-ROOT B-Person
( PROPN I-ROOT O
Прошкин PROPN I-ROOT B-Person
, PUNCT I-ROOT O
Радулов PROPN I-ROOT B-Person
) X I-ROOT O
• X I-ROOT O
4 NUM I-ROOT O
: PUNCT I-ROOT O
5 NUM I-ROOT O
— NOUN B-NP O
62 NUM B-ROOT O
: PUNCT I-ROOT O
42 NUM I-ROOT O
Ковальчук PROPN I-ROOT B-Person
( PROPN I-ROOT O
Федоров PROPN I-ROOT B-Person
, PUNCT I-ROOT O
Овечкин PROPN I-ROOT B-Person
) PROPN I-ROOT O
, PUNCT I-ROOT O
ГБ PROPN I-ROOT O
Вратари PROPN I-ROOT O
: PUNCT I-ROOT O
Уорд PROPN I-ROOT B-Person
— PROPN I-ROOT O
Набоков PROPN I-ROOT B-Person
. PUNCT I-ROOT O

Сколково NOUN B-NP B-LocOrg
растиражируют VERB B-VP O
. PUNCT B-NP O

Дмитрий NOUN B-NP B-Person
Медведев PROPN I-NP I-Person
пообещал VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
инноградов NOUN B-NP O
, PUNCT B-VP O
подобных ADJ B-NP O
подмосковному ADJ I-NP O
центру NOUN I-NP O
, PUNCT I-NP O
в ADP B-VP O
России PROPN I-VP B-Location
будет AUX I-VP O
несколько NUM I-VP O
. PUNCT I-VP O

Глава NOUN B-NP O
российского ADJ I-NP O
государства NOUN I-NP O
во ADP I-NP O
время NOUN I-NP O
Питерского ADJ I-NP O
экономического ADJ I-NP O
форума NOUN I-NP O
заявил VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
после ADP B-NP O
« NOUN I-NP O
обкатки NOUN I-NP O
» NOUN I-NP O
новой ADJ I-NP O
системы NOUN I-NP O
взаимоотношений NOUN I-NP O
бизнеса NOUN I-NP O
и CCONJ I-NP O
власти NOUN I-NP O
на ADP I-NP O
базе NOUN I-NP O
инновационного ADJ I-NP O
центра NOUN I-NP O
в ADP I-NP O
подмосковном ADJ I-NP B-Location
Сколково NOUN I-NP I-Location
этот DET I-NP O
механизм NOUN I-NP O
будет AUX B-VP O
тиражироваться VERB I-VP O
. PUNCT I-VP O

Другими ADJ B-NP O
словами NOUN I-NP O
, PUNCT I-NP O
если SCONJ B-VP O
инноград NOUN B-NP O
докажет VERB B-VP O
свою DET B-NP O
эффективность NOUN I-NP O
, PUNCT B-VP O
то SCONJ I-VP O
в ADP I-VP O
России PROPN I-VP B-Location
появится VERB I-VP O
не PART I-VP O
одна NUM I-VP O
, PUNCT I-VP O
а CCONJ I-VP O
несколько NUM I-VP O
Кремниевых ADJ I-VP O
долин NOUN B-NP O
. PUNCT B-VP O

« NOUN B-NP O
Здесь ADV B-VP O
заработает VERB I-VP O
уникальная ADJ B-NP O
для ADP I-NP O
России PROPN I-NP B-LocOrg
система NOUN I-NP O
отношений NOUN I-NP O
» PROPN B-VP O
, PUNCT I-VP O
— PROPN I-VP O
уточнил VERB I-VP O
Дмитрий PROPN I-VP B-Person
Медведев PROPN I-VP I-Person
, PUNCT I-VP O
которого PRON I-VP O
цитирует VERB I-VP O
« NUM I-VP O
Росбалт NOUN B-NP B-Org
» PROPN B-VP O
. PUNCT I-VP O

Президент NOUN B-NP O
также ADV B-VP O
рассказал VERB I-VP O
присутствующим VERB I-VP O
о ADP I-VP O
том PRON I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
на ADP B-NP O
базе NOUN I-NP O
Сколково NOUN I-NP B-Org
будут AUX B-VP O
впервые ADV I-VP O
опробованы VERB I-VP O
совершенно ADV B-NP O
новые ADJ I-NP O
принципы NOUN I-NP O
функционирования NOUN I-NP O
по ADP I-NP O
ключевым ADJ I-NP O
для ADP I-NP O
бизнеса NOUN I-NP O
позициям NOUN I-NP O
. PUNCT B-VP O

Российский ADJ B-NP B-LocOrg
лидер NOUN I-NP O
также ADV B-VP O
напомнил VERB I-VP O
, PUNCT B-NP O
что SCONJ I-NP O
уже ADV I-NP O
внёс NOUN I-NP O
в ADP I-NP O
Госдуму PROPN I-NP B-Org
законопроект NOUN I-NP O
по ADP I-NP O
особому ADJ I-NP O
правовому ADJ I-NP O
режиму NOUN I-NP O
подмосковного ADJ I-NP O
инновационного ADJ I-NP O
центра NOUN I-NP O
и CCONJ B-VP O
подчеркнул VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
руководство NOUN B-NP O
страны NOUN I-NP O
намерено ADJ B-VP O
пересмотреть VERB I-VP O
ряд NOUN B-NP O
нормативных ADJ I-NP O
актов NOUN I-NP O
ради ADP I-NP O
того PRON I-NP O
, PUNCT B-VP O
чтобы SCONJ I-VP O
активизировать VERB I-VP O
инновационное ADJ B-NP O
развитие NOUN I-NP O
. PUNCT B-VP O

Так ADV B-VP O
, PUNCT I-VP O
власти NOUN B-NP O
уже ADV B-VP O
рассматривают VERB I-VP O
возможность NOUN B-NP O
применения NOUN I-NP O
в ADP I-NP O
России PROPN I-NP B-Location
техрегламентов NOUN I-NP O
Евросоюза PROPN I-NP B-Org
. PUNCT B-VP O

Всё PRON B-ROOT O
ТВ PROPN I-ROOT O
в ADP B-NP O
одном NUM I-NP O
флаконе NOUN I-NP O
. PUNCT B-ROOT O

Законно ADV B-NP O
, PUNCT I-NP O
бесплатно ADV I-NP O
, PUNCT I-NP O
онлайн NOUN I-NP O
. PUNCT I-NP O

В ADP B-VP O
Сети PROPN I-VP O
появился VERB I-VP O
новый ADJ B-NP O
сервис NOUN I-NP O
, PUNCT B-VP O
с ADP I-VP O
помощью NOUN B-NP O
которого PRON B-VP O
бесплатно ADV I-VP O
можно ADV I-VP O
просматривать VERB I-VP O
контент NOUN B-NP O
международных ADJ I-NP O
телеканалов NOUN I-NP O
. PUNCT B-VP O

Портал VERB B-VP B-Org
SeeSaw NOUN B-NP I-Org
объединил VERB B-VP O
популярные ADJ B-NP O
телешоу NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
выпускают VERB I-VP O
BBC PROPN I-VP B-Org
, PUNCT I-VP O
Channel PROPN I-VP B-Org
4 NUM I-VP O
и CCONJ B-NP O
канал NOUN I-NP B-Org
Five PROPN I-NP I-Org
. PUNCT B-VP O

К ADP B-NP O
показу NOUN I-NP O
в ADP I-NP O
онлайн-режиме NOUN I-NP O
доступны ADJ B-ROOT O
3 NUM B-NP O
тыс NOUN I-NP O
. PUNCT B-ROOT O

часов NOUN B-NP O
телепрограмм NOUN I-NP O
, PUNCT I-NP O
спортивных ADJ I-NP O
матчей NOUN I-NP O
и CCONJ I-NP O
сериалов NOUN I-NP O
, PUNCT I-NP O
таких DET I-NP O
как SCONJ I-NP O
, PUNCT I-NP O
например ADV I-NP O
, PUNCT I-NP O
The PROPN I-NP O
IT PROPN I-NP O
Crowd PROPN I-NP O
и CCONJ I-NP O
Doctor PROPN I-NP O
Who PROPN I-NP O
. PUNCT I-NP O

Интернет-трансляция NOUN B-NP O
осуществляется VERB B-VP O
на ADP B-NP O
абсолютно ADV I-NP O
легальной ADJ I-NP O
основе NOUN I-NP O
— PROPN B-VP O
с ADP B-NP O
разрешения NOUN I-NP O
правообладателей NOUN I-NP O
. PUNCT B-VP O

Как SCONJ B-VP O
пишет VERB I-VP O
The PROPN I-VP B-Org
Independent PROPN I-VP O
